Country,Year,Indice de criminalité,Latitude,Longitude
Macédoine du Nord,2013-01-01T00:00:00,16.01189348156132,41.5996826693,21.697475751
Macédoine du Nord,2012-01-01T00:00:00,15.279282846845554,41.5996826693,21.697475751
Macédoine du Nord,2011-01-01T00:00:00,14.88588287316296,41.5996826693,21.697475751
Macédoine du Nord,2010-01-01T00:00:00,13.735253508827117,41.5996826693,21.697475751
Macédoine du Nord,2009-01-01T00:00:00,12.648914206447603,41.5996826693,21.697475751
Macédoine du Nord,2008-01-01T00:00:00,12.754410607864724,41.5996826693,21.697475751
Malte,2022-01-01T00:00:00,15.376250159506908,35.8905224404,14.4419214047
Malte,2021-01-01T00:00:00,16.163765046259314,35.8905224404,14.4419214047
Malte,2020-01-01T00:00:00,14.442101628205123,35.8905224404,14.4419214047
Malte,2019-01-01T00:00:00,19.571096386381853,35.8905224404,14.4419214047
Malte,2018-01-01T00:00:00,20.339859583735254,35.8905224404,14.4419214047
Malte,2017-01-01T00:00:00,24.362292221085443,35.8905224404,14.4419214047
Malte,2016-01-01T00:00:00,25.333151076674543,35.8905224404,14.4419214047
Malte,2015-01-01T00:00:00,24.522178293996248,35.8905224404,14.4419214047
Malte,2014-01-01T00:00:00,24.420939739580856,35.8905224404,14.4419214047
Malte,2013-01-01T00:00:00,25.73639373427409,35.8905224404,14.4419214047
Malte,2012-01-01T00:00:00,27.028775052962988,35.8905224404,14.4419214047
Malte,2011-01-01T00:00:00,26.654535879295544,35.8905224404,14.4419214047
Malte,2010-01-01T00:00:00,24.958902784176093,35.8905224404,14.4419214047
Malte,2009-01-01T00:00:00,22.676337714768056,35.8905224404,14.4419214047
Malte,2008-01-01T00:00:00,26.118119931212085,35.8905224404,14.4419214047
Monténégro,2022-01-01T00:00:00,3.0197072955004702,42.7913240316,19.253240468
Monténégro,2021-01-01T00:00:00,2.8527116936199097,42.7913240316,19.253240468
Monténégro,2020-01-01T00:00:00,2.8820720531558415,42.7913240316,19.253240468
Monténégro,2019-01-01T00:00:00,3.45511434583248,42.7913240316,19.253240468
Monténégro,2018-01-01T00:00:00,4.188307322922614,42.7913240316,19.253240468
Monténégro,2017-01-01T00:00:00,3.9622731457312668,42.7913240316,19.253240468
Monténégro,2016-01-01T00:00:00,3.7432587638735373,42.7913240316,19.253240468
Monténégro,2015-01-01T00:00:00,4.349686226075143,42.7913240316,19.253240468
Monténégro,2014-01-01T00:00:00,4.585413473277335,42.7913240316,19.253240468
Monténégro,2013-01-01T00:00:00,4.810917511009503,42.7913240316,19.253240468
Monténégro,2012-01-01T00:00:00,5.208266909915891,42.7913240316,19.253240468
Monténégro,2011-01-01T00:00:00,4.685185494422862,42.7913240316,19.253240468
Monténégro,2010-01-01T00:00:00,4.698976997316811,42.7913240316,19.253240468
Monténégro,2009-01-01T00:00:00,5.5337867457589685,42.7913240316,19.253240468
Monténégro,2008-01-01T00:00:00,5.535554198727783,42.7913240316,19.253240468
Norvège,2022-01-01T00:00:00,26.419978445097588,64.4478377567,14.0845236449
Norvège,2021-01-01T00:00:00,23.22422979434572,64.4478377567,14.0845236449
Norvège,2020-01-01T00:00:00,24.19095121984554,64.4478377567,14.0845236449
Norvège,2019-01-01T00:00:00,25.91001179495373,64.4478377567,14.0845236449
Norvège,2018-01-01T00:00:00,26.59872984491966,64.4478377567,14.0845236449
Norvège,2017-01-01T00:00:00,26.530133328739424,64.4478377567,14.0845236449
Norvège,2016-01-01T00:00:00,28.513987106352122,64.4478377567,14.0845236449
Norvège,2015-01-01T00:00:00,27.657675868010173,64.4478377567,14.0845236449
Norvège,2014-01-01T00:00:00,36.280580267870434,64.4478377567,14.0845236449
Norvège,2013-01-01T00:00:00,39.85348334158234,64.4478377567,14.0845236449
Norvège,2012-01-01T00:00:00,43.154819050407696,64.4478377567,14.0845236449
Norvège,2011-01-01T00:00:00,42.787340073270826,64.4478377567,14.0845236449
Norvège,2010-01-01T00:00:00,45.49732733592552,64.4478377567,14.0845236449
Norvège,2009-01-01T00:00:00,49.37827426065479,64.4478377567,14.0845236449
Norvège,2008-01-01T00:00:00,47.32584902015634,64.4478377567,14.0845236449
Pays-Bas,2022-01-01T00:00:00,22.45267353015063,52.2489010985,5.60252076781
Pays-Bas,2021-01-01T00:00:00,19.364459554060915,52.2489010985,5.60252076781
Pays-Bas,2020-01-01T00:00:00,22.655512699897994,52.2489010985,5.60252076781
Pays-Bas,2019-01-01T00:00:00,26.196909281611173,52.2489010985,5.60252076781
Pays-Bas,2018-01-01T00:00:00,26.677338460265,52.2489010985,5.60252076781
Pays-Bas,2017-01-01T00:00:00,29.726227016303515,52.2489010985,5.60252076781
Pays-Bas,2016-01-01T00:00:00,36.00289585320591,52.2489010985,5.60252076781
Pays-Bas,2015-01-01T00:00:00,37.65954507633623,52.2489010985,5.60252076781
Pays-Bas,2014-01-01T00:00:00,40.762419607028995,52.2489010985,5.60252076781
Pays-Bas,2013-01-01T00:00:00,45.88246688643052,52.2489010985,5.60252076781
Pays-Bas,2012-01-01T00:00:00,46.550587568227584,52.2489010985,5.60252076781
Pays-Bas,2011-01-01T00:00:00,47.057569846674895,52.2489010985,5.60252076781
Pays-Bas,2010-01-01T00:00:00,46.1321132316362,52.2489010985,5.60252076781
Pays-Bas,2009-01-01T00:00:00,85.43056327629475,52.2489010985,5.60252076781
Pays-Bas,2008-01-01T00:00:00,85.8318975509804,52.2489010985,5.60252076781
Pologne,2022-01-01T00:00:00,9.696657874293447,52.1246098981,19.4008838477
Pologne,2021-01-01T00:00:00,10.248470008752406,52.1246098981,19.4008838477
Pologne,2020-01-01T00:00:00,9.677002974337814,52.1246098981,19.4008838477
Pologne,2019-01-01T00:00:00,10.72694273732132,52.1246098981,19.4008838477
Pologne,2018-01-01T00:00:00,9.173761402850632,52.1246098981,19.4008838477
Pologne,2017-01-01T00:00:00,9.453022099856561,52.1246098981,19.4008838477
Pologne,2016-01-01T00:00:00,9.388045856099787,52.1246098981,19.4008838477
Pologne,2015-01-01T00:00:00,8.83145346674083,52.1246098981,19.4008838477
Pologne,2014-01-01T00:00:00,10.167609904821711,52.1246098981,19.4008838477
Pologne,2013-01-01T00:00:00,12.410893153022387,52.1246098981,19.4008838477
Pologne,2012-01-01T00:00:00,13.05514782979551,52.1246098981,19.4008838477
Pologne,2011-01-01T00:00:00,13.3282303942475,52.1246098981,19.4008838477
Pologne,2010-01-01T00:00:00,12.818929186927866,52.1246098981,19.4008838477
Pologne,2009-01-01T00:00:00,12.757030203802575,52.1246098981,19.4008838477
Pologne,2008-01-01T00:00:00,12.021155445078389,52.1246098981,19.4008838477
Portugal,2022-01-01T00:00:00,16.33300434253955,39.6009946814,-8.56273056851
Portugal,2021-01-01T00:00:00,14.716777212117673,39.6009946814,-8.56273056851
Portugal,2020-01-01T00:00:00,15.413357526743482,39.6009946814,-8.56273056851
Portugal,2019-01-01T00:00:00,17.754158376329634,39.6009946814,-8.56273056851
Portugal,2018-01-01T00:00:00,18.129488325050573,39.6009946814,-8.56273056851
Portugal,2017-01-01T00:00:00,18.41949904863807,39.6009946814,-8.56273056851
Portugal,2016-01-01T00:00:00,19.29190887304616,39.6009946814,-8.56273056851
Portugal,2015-01-01T00:00:00,20.111476814374985,39.6009946814,-8.56273056851
