Country,Crime Type,UN_x,lat_x,lon_x,Year,Value,FIPS,ISO2,ISO3,UN_y,NAME,lat_y,lon_y
Chypre,Vol par effraction de résidences privées,196.0,35.0458815895,33.2217623859,2015.0,179.8957142857143,CY,CY,CYP,196.0,Chypre,35.0458815895,33.2217623859
Chypre,Vol qualifié,196.0,35.0458815895,33.2217623859,2015.0,12.376666666666667,CY,CY,CYP,196.0,Chypre,35.0458815895,33.2217623859
Chypre,pots-de-vin,196.0,35.0458815895,33.2217623859,2015.0,2.365714285714286,CY,CY,CYP,196.0,Chypre,35.0458815895,33.2217623859
Croatie,Actes contre les systèmes informatiques,191.0,45.815399,15.966568,2015.0,38.449999999999996,HR,HR,HRV,191.0,Croatie,45.815399,15.966568
Croatie,Actes illicites impliquant des drogues ou des précurseurs contrôlés,191.0,45.815399,15.966568,2015.0,191.25666666666666,HR,HR,HRV,191.0,Croatie,45.815399,15.966568
Croatie,Agression sexuelle,191.0,45.815399,15.966568,2015.0,7.862,HR,HR,HRV,191.0,Croatie,45.815399,15.966568
Croatie,Attaque grave,191.0,45.815399,15.966568,2015.0,20.128666666666668,HR,HR,HRV,191.0,Croatie,45.815399,15.966568
Croatie,Blanchiment d'argent,191.0,45.815399,15.966568,2015.0,1.002857142857143,HR,HR,HRV,191.0,Croatie,45.815399,15.966568
Croatie,Corruption,191.0,45.815399,15.966568,2015.0,19.75714285714286,HR,HR,HRV,191.0,Croatie,45.815399,15.966568
Croatie,Enlèvement,191.0,45.815399,15.966568,2015.0,0.09333333333333334,HR,HR,HRV,191.0,Croatie,45.815399,15.966568
Croatie,Exploitation sexuelle,191.0,45.815399,15.966568,2015.0,10.495714285714286,HR,HR,HRV,191.0,Croatie,45.815399,15.966568
Croatie,Fraude,191.0,45.815399,15.966568,2015.0,76.51571428571428,HR,HR,HRV,191.0,Croatie,45.815399,15.966568
Croatie,Homicide intentionnel,191.0,45.815399,15.966568,2015.0,1.0353333333333332,HR,HR,HRV,191.0,Croatie,45.815399,15.966568
Croatie,Participation à un groupe criminel organisé,191.0,45.815399,15.966568,2015.0,0.5628571428571428,HR,HR,HRV,191.0,Croatie,45.815399,15.966568
Croatie,Pédopornographie,191.0,45.815399,15.966568,2015.0,6.158333333333334,HR,HR,HRV,191.0,Croatie,45.815399,15.966568
Croatie,Tentative d'homicide volontaire,191.0,45.815399,15.966568,2015.0,2.6215384615384614,HR,HR,HRV,191.0,Croatie,45.815399,15.966568
Croatie,Viol,191.0,45.815399,15.966568,2015.0,6.468,HR,HR,HRV,191.0,Croatie,45.815399,15.966568
Croatie,Violence sexuelle,191.0,45.815399,15.966568,2015.0,14.735999999999999,HR,HR,HRV,191.0,Croatie,45.815399,15.966568
Croatie,Vol,191.0,45.815399,15.966568,2015.0,313.08133333333336,HR,HR,HRV,191.0,Croatie,45.815399,15.966568
Croatie,Vol d'un véhicule motorisé ou de pièces de celui-ci,191.0,45.815399,15.966568,2015.0,30.772,HR,HR,HRV,191.0,Croatie,45.815399,15.966568
Croatie,Vol par effraction,191.0,45.815399,15.966568,2015.0,333.73466666666667,HR,HR,HRV,191.0,Croatie,45.815399,15.966568
Croatie,Vol par effraction de résidences privées,191.0,45.815399,15.966568,2015.0,97.09133333333334,HR,HR,HRV,191.0,Croatie,45.815399,15.966568
Croatie,Vol qualifié,191.0,45.815399,15.966568,2015.0,26.101999999999997,HR,HR,HRV,191.0,Croatie,45.815399,15.966568
Croatie,pots-de-vin,191.0,45.815399,15.966568,2015.0,3.5585714285714287,HR,HR,HRV,191.0,Croatie,45.815399,15.966568
Danemark,Actes contre les systèmes informatiques,208.0,55.96339790700001,10.0462968075,2015.0,,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075
Danemark,Actes illicites impliquant des drogues ou des précurseurs contrôlés,208.0,55.96339790700001,10.0462968075,2015.0,456.2866666666667,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075
Danemark,Agression sexuelle,208.0,55.96339790700001,10.0462968075,2015.0,35.382,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075
Danemark,Attaque grave,208.0,55.96339790700001,10.0462968075,2015.0,30.787333333333333,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075
Danemark,Blanchiment d'argent,208.0,55.96339790700001,10.0462968075,2015.0,24.701428571428572,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075
Danemark,Corruption,208.0,55.96339790700001,10.0462968075,2015.0,76.41571428571429,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075
Danemark,Enlèvement,208.0,55.96339790700001,10.0462968075,2015.0,,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075
Danemark,Exploitation sexuelle,208.0,55.96339790700001,10.0462968075,2015.0,32.70142857142857,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075
Danemark,Fraude,208.0,55.96339790700001,10.0462968075,2015.0,814.3057142857142,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075
Danemark,Homicide intentionnel,208.0,55.96339790700001,10.0462968075,2015.0,0.914,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075
Danemark,Participation à un groupe criminel organisé,208.0,55.96339790700001,10.0462968075,2015.0,,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075
Danemark,Pédopornographie,208.0,55.96339790700001,10.0462968075,2015.0,25.738333333333333,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075
Danemark,Tentative d'homicide volontaire,208.0,55.96339790700001,10.0462968075,2015.0,2.927333333333333,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075
Danemark,Viol,208.0,55.96339790700001,10.0462968075,2015.0,26.388666666666666,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075
Danemark,Violence sexuelle,208.0,55.96339790700001,10.0462968075,2015.0,61.769999999999996,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075
Danemark,Vol,208.0,55.96339790700001,10.0462968075,2015.0,4035.3546666666666,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075
Danemark,Vol d'un véhicule motorisé ou de pièces de celui-ci,208.0,55.96339790700001,10.0462968075,2015.0,19.802,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075
Danemark,Vol par effraction,208.0,55.96339790700001,10.0462968075,2015.0,1184.7873333333334,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075
Danemark,Vol par effraction de résidences privées,208.0,55.96339790700001,10.0462968075,2015.0,822.1313333333333,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075
Danemark,Vol qualifié,208.0,55.96339790700001,10.0462968075,2015.0,43.376,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075
Danemark,pots-de-vin,208.0,55.96339790700001,10.0462968075,2015.0,1.2771428571428574,DA,DK,DNK,208.0,Danemark,55.963397907,10.0462968075
Espagne,Actes contre les systèmes informatiques,724.0,40.2279885804,-3.64846086641,2015.0,12.541666666666666,SP,ES,ESP,724.0,Espagne,40.2279885804,-3.64846086641
Espagne,Actes illicites impliquant des drogues ou des précurseurs contrôlés,724.0,40.2279885804,-3.64846086641,2015.0,31.88,SP,ES,ESP,724.0,Espagne,40.2279885804,-3.64846086641
Espagne,Agression sexuelle,724.0,40.2279885804,-3.64846086641,2015.0,19.33,SP,ES,ESP,724.0,Espagne,40.2279885804,-3.64846086641
Espagne,Attaque grave,724.0,40.2279885804,-3.64846086641,2015.0,59.29,SP,ES,ESP,724.0,Espagne,40.2279885804,-3.64846086641
Espagne,Blanchiment d'argent,724.0,40.2279885804,-3.64846086641,2015.0,0.6528571428571429,SP,ES,ESP,724.0,Espagne,40.2279885804,-3.64846086641
Espagne,Corruption,724.0,40.2279885804,-3.64846086641,2015.0,2.2257142857142855,SP,ES,ESP,724.0,Espagne,40.2279885804,-3.64846086641
Espagne,Enlèvement,724.0,40.2279885804,-3.64846086641,2015.0,0.23800000000000002,SP,ES,ESP,724.0,Espagne,40.2279885804,-3.64846086641
Espagne,Exploitation sexuelle,724.0,40.2279885804,-3.64846086641,2015.0,3.1214285714285714,SP,ES,ESP,724.0,Espagne,40.2279885804,-3.64846086641
Espagne,Fraude,724.0,40.2279885804,-3.64846086641,2015.0,660.7028571428572,SP,ES,ESP,724.0,Espagne,40.2279885804,-3.64846086641
Espagne,Homicide intentionnel,724.0,40.2279885804,-3.64846086641,2015.0,0.7186666666666667,SP,ES,ESP,724.0,Espagne,40.2279885804,-3.64846086641
Espagne,Participation à un groupe criminel organisé,724.0,40.2279885804,-3.64846086641,2015.0,3.0242857142857145,SP,ES,ESP,724.0,Espagne,40.2279885804,-3.64846086641
Espagne,Pédopornographie,724.0,40.2279885804,-3.64846086641,2015.0,1.6533333333333333,SP,ES,ESP,724.0,Espagne,40.2279885804,-3.64846086641
Espagne,Tentative d'homicide volontaire,724.0,40.2279885804,-3.64846086641,2015.0,1.8113333333333335,SP,ES,ESP,724.0,Espagne,40.2279885804,-3.64846086641
Espagne,Viol,724.0,40.2279885804,-3.64846086641,2015.0,3.630666666666667,SP,ES,ESP,724.0,Espagne,40.2279885804,-3.64846086641
Espagne,Violence sexuelle,724.0,40.2279885804,-3.64846086641,2015.0,22.96333333333333,SP,ES,ESP,724.0,Espagne,40.2279885804,-3.64846086641
Espagne,Vol,724.0,40.2279885804,-3.64846086641,2015.0,361.0293333333333,SP,ES,ESP,724.0,Espagne,40.2279885804,-3.64846086641
Espagne,Vol d'un véhicule motorisé ou de pièces de celui-ci,724.0,40.2279885804,-3.64846086641,2015.0,81.45800000000001,SP,ES,ESP,724.0,Espagne,40.2279885804,-3.64846086641
Espagne,Vol par effraction,724.0,40.2279885804,-3.64846086641,2015.0,388.54133333333334,SP,ES,ESP,724.0,Espagne,40.2279885804,-3.64846086641
Espagne,Vol par effraction de résidences privées,724.0,40.2279885804,-3.64846086641,2015.0,221.784,SP,ES,ESP,724.0,Espagne,40.2279885804,-3.64846086641
Espagne,Vol qualifié,724.0,40.2279885804,-3.64846086641,2015.0,148.52133333333333,SP,ES,ESP,724.0,Espagne,40.2279885804,-3.64846086641
Espagne,pots-de-vin,724.0,40.2279885804,-3.64846086641,2015.0,0.19428571428571426,SP,ES,ESP,724.0,Espagne,40.2279885804,-3.64846086641
Estonie,Actes contre les systèmes informatiques,233.0,58.6741361414,25.5276159945,2015.0,15.472857142857142,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945
Estonie,Actes illicites impliquant des drogues ou des précurseurs contrôlés,233.0,58.6741361414,25.5276159945,2015.0,339.18466666666666,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945
Estonie,Agression sexuelle,233.0,58.6741361414,25.5276159945,2015.0,8.591333333333333,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945
Estonie,Attaque grave,233.0,58.6741361414,25.5276159945,2015.0,6.899333333333334,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945
Estonie,Blanchiment d'argent,233.0,58.6741361414,25.5276159945,2015.0,4.96,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945
Estonie,Corruption,233.0,58.6741361414,25.5276159945,2015.0,13.511666666666665,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945
Estonie,Enlèvement,233.0,58.6741361414,25.5276159945,2015.0,0.03066666666666667,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945
Estonie,Exploitation sexuelle,233.0,58.6741361414,25.5276159945,2015.0,,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945
Estonie,Fraude,233.0,58.6741361414,25.5276159945,2015.0,149.01142857142855,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945
Estonie,Homicide intentionnel,233.0,58.6741361414,25.5276159945,2015.0,3.412,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945
Estonie,Participation à un groupe criminel organisé,233.0,58.6741361414,25.5276159945,2015.0,0.7716666666666666,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945
Estonie,Pédopornographie,233.0,58.6741361414,25.5276159945,2015.0,12.825000000000001,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945
Estonie,Tentative d'homicide volontaire,233.0,58.6741361414,25.5276159945,2015.0,1.2013333333333334,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945
Estonie,Viol,233.0,58.6741361414,25.5276159945,2015.0,11.316666666666666,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945
Estonie,Violence sexuelle,233.0,58.6741361414,25.5276159945,2015.0,20.613333333333333,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945
Estonie,Vol,233.0,58.6741361414,25.5276159945,2015.0,1050.7166666666667,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945
Estonie,Vol d'un véhicule motorisé ou de pièces de celui-ci,233.0,58.6741361414,25.5276159945,2015.0,35.25066666666667,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945
Estonie,Vol par effraction,233.0,58.6741361414,25.5276159945,2015.0,,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945
Estonie,Vol par effraction de résidences privées,233.0,58.6741361414,25.5276159945,2015.0,131.46933333333334,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945
Estonie,Vol qualifié,233.0,58.6741361414,25.5276159945,2015.0,27.616666666666667,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945
Estonie,pots-de-vin,233.0,58.6741361414,25.5276159945,2015.0,7.158333333333334,EN,EE,EST,233.0,Estonie,58.6741361414,25.5276159945
Finlande,Actes contre les systèmes informatiques,246.0,64.500422299,26.2663706977,2015.0,25.470000000000002,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977
Finlande,Actes illicites impliquant des drogues ou des précurseurs contrôlés,246.0,64.500422299,26.2663706977,2015.0,447.8566666666667,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977
Finlande,Agression sexuelle,246.0,64.500422299,26.2663706977,2015.0,39.13466666666667,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977
Finlande,Attaque grave,246.0,64.500422299,26.2663706977,2015.0,32.70133333333333,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977
Finlande,Blanchiment d'argent,246.0,64.500422299,26.2663706977,2015.0,10.191428571428572,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977
Finlande,Corruption,246.0,64.500422299,26.2663706977,2015.0,68.47428571428571,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977
Finlande,Enlèvement,246.0,64.500422299,26.2663706977,2015.0,0.035333333333333335,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977
Finlande,Exploitation sexuelle,246.0,64.500422299,26.2663706977,2015.0,10.84,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977
Finlande,Fraude,246.0,64.500422299,26.2663706977,2015.0,788.3514285714285,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977
Finlande,Homicide intentionnel,246.0,64.500422299,26.2663706977,2015.0,1.996,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977
Finlande,Participation à un groupe criminel organisé,246.0,64.500422299,26.2663706977,2015.0,0.03571428571428571,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977
Finlande,Pédopornographie,246.0,64.500422299,26.2663706977,2015.0,4.575,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977
Finlande,Tentative d'homicide volontaire,246.0,64.500422299,26.2663706977,2015.0,6.156000000000001,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977
Finlande,Viol,246.0,64.500422299,26.2663706977,2015.0,22.058666666666667,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977
Finlande,Violence sexuelle,246.0,64.500422299,26.2663706977,2015.0,61.19466666666666,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977
Finlande,Vol,246.0,64.500422299,26.2663706977,2015.0,2404.98,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977
Finlande,Vol d'un véhicule motorisé ou de pièces de celui-ci,246.0,64.500422299,26.2663706977,2015.0,151.18666666666667,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977
Finlande,Vol par effraction,246.0,64.500422299,26.2663706977,2015.0,255.66133333333335,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977
Finlande,Vol par effraction de résidences privées,246.0,64.500422299,26.2663706977,2015.0,100.20066666666666,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977
Finlande,Vol qualifié,246.0,64.500422299,26.2663706977,2015.0,31.626666666666665,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977
Finlande,pots-de-vin,246.0,64.500422299,26.2663706977,2015.0,1.0214285714285716,FI,FI,FIN,246.0,Finlande,64.500422299,26.2663706977
France,Actes contre les systèmes informatiques,250.0,46.564502139,2.55195527587,2015.0,18.712857142857143,FR,FR,FRA,250.0,France,46.564502139,2.55195527587
France,Actes illicites impliquant des drogues ou des précurseurs contrôlés,250.0,46.564502139,2.55195527587,2015.0,183.49866666666668,FR,FR,FRA,250.0,France,46.564502139,2.55195527587
France,Agression sexuelle,250.0,46.564502139,2.55195527587,2015.0,35.378,FR,FR,FRA,250.0,France,46.564502139,2.55195527587
France,Attaque grave,250.0,46.564502139,2.55195527587,2015.0,407.10400000000004,FR,FR,FRA,250.0,France,46.564502139,2.55195527587
France,Blanchiment d'argent,250.0,46.564502139,2.55195527587,2015.0,2.815714285714286,FR,FR,FRA,250.0,France,46.564502139,2.55195527587
France,Corruption,250.0,46.564502139,2.55195527587,2015.0,3.4528571428571424,FR,FR,FRA,250.0,France,46.564502139,2.55195527587
France,Enlèvement,250.0,46.564502139,2.55195527587,2015.0,3.9766666666666666,FR,FR,FRA,250.0,France,46.564502139,2.55195527587
France,Exploitation sexuelle,250.0,46.564502139,2.55195527587,2015.0,15.48,FR,FR,FRA,250.0,France,46.564502139,2.55195527587
France,Fraude,250.0,46.564502139,2.55195527587,2015.0,322.4871428571428,FR,FR,FRA,250.0,France,46.564502139,2.55195527587
France,Homicide intentionnel,250.0,46.564502139,2.55195527587,2015.0,1.2006666666666668,FR,FR,FRA,250.0,France,46.564502139,2.55195527587
France,Participation à un groupe criminel organisé,250.0,46.564502139,2.55195527587,2015.0,2.54,FR,FR,FRA,250.0,France,46.564502139,2.55195527587
France,Pédopornographie,250.0,46.564502139,2.55195527587,2015.0,5.871666666666666,FR,FR,FRA,250.0,France,46.564502139,2.55195527587
France,Tentative d'homicide volontaire,250.0,46.564502139,2.55195527587,2015.0,3.1293333333333333,FR,FR,FRA,250.0,France,46.564502139,2.55195527587
France,Viol,250.0,46.564502139,2.55195527587,2015.0,25.875333333333334,FR,FR,FRA,250.0,France,46.564502139,2.55195527587
France,Violence sexuelle,250.0,46.564502139,2.55195527587,2015.0,61.19733333333333,FR,FR,FRA,250.0,France,46.564502139,2.55195527587
France,Vol,250.0,46.564502139,2.55195527587,2015.0,1967.3086666666668,FR,FR,FRA,250.0,France,46.564502139,2.55195527587
France,Vol d'un véhicule motorisé ou de pièces de celui-ci,250.0,46.564502139,2.55195527587,2015.0,281.29,FR,FR,FRA,250.0,France,46.564502139,2.55195527587
France,Vol par effraction,250.0,46.564502139,2.55195527587,2015.0,510.6286666666667,FR,FR,FRA,250.0,France,46.564502139,2.55195527587
France,Vol par effraction de résidences privées,250.0,46.564502139,2.55195527587,2015.0,331.6277777777778,FR,FR,FRA,250.0,France,46.564502139,2.55195527587
France,Vol qualifié,250.0,46.564502139,2.55195527587,2015.0,154.59466666666668,FR,FR,FRA,250.0,France,46.564502139,2.55195527587
France,pots-de-vin,250.0,46.564502139,2.55195527587,2015.0,0.3314285714285714,FR,FR,FRA,250.0,France,46.564502139,2.55195527587
Grèce,Actes contre les systèmes informatiques,300.0,39.0683212219,22.9610379833,2015.0,3.3814285714285717,GR,GR,GRC,300.0,Grèce,39.0683212219,22.9610379833
Grèce,Actes illicites impliquant des drogues ou des précurseurs contrôlés,300.0,39.0683212219,22.9610379833,2015.0,107.48866666666666,GR,GR,GRC,300.0,Grèce,39.0683212219,22.9610379833
Grèce,Agression sexuelle,300.0,39.0683212219,22.9610379833,2015.0,1.91,GR,GR,GRC,300.0,Grèce,39.0683212219,22.9610379833
Grèce,Attaque grave,300.0,39.0683212219,22.9610379833,2015.0,12.183333333333334,GR,GR,GRC,300.0,Grèce,39.0683212219,22.9610379833
Grèce,Blanchiment d'argent,300.0,39.0683212219,22.9610379833,2015.0,0.48142857142857143,GR,GR,GRC,300.0,Grèce,39.0683212219,22.9610379833
Grèce,Corruption,300.0,39.0683212219,22.9610379833,2015.0,6.536666666666666,GR,GR,GRC,300.0,Grèce,39.0683212219,22.9610379833
Grèce,Enlèvement,300.0,39.0683212219,22.9610379833,2015.0,0.7799999999999999,GR,GR,GRC,300.0,Grèce,39.0683212219,22.9610379833
Grèce,Exploitation sexuelle,300.0,39.0683212219,22.9610379833,2015.0,3.3771428571428572,GR,GR,GRC,300.0,Grèce,39.0683212219,22.9610379833
Grèce,Fraude,300.0,39.0683212219,22.9610379833,2015.0,48.73285714285714,GR,GR,GRC,300.0,Grèce,39.0683212219,22.9610379833
Grèce,Homicide intentionnel,300.0,39.0683212219,22.9610379833,2015.0,1.0486666666666666,GR,GR,GRC,300.0,Grèce,39.0683212219,22.9610379833
Grèce,Participation à un groupe criminel organisé,300.0,39.0683212219,22.9610379833,2015.0,3.567142857142857,GR,GR,GRC,300.0,Grèce,39.0683212219,22.9610379833
Grèce,Pédopornographie,300.0,39.0683212219,22.9610379833,2015.0,2.2933333333333334,GR,GR,GRC,300.0,Grèce,39.0683212219,22.9610379833
Grèce,Tentative d'homicide volontaire,300.0,39.0683212219,22.9610379833,2015.0,1.4586666666666666,GR,GR,GRC,300.0,Grèce,39.0683212219,22.9610379833
Grèce,Viol,300.0,39.0683212219,22.9610379833,2015.0,1.7293333333333334,GR,GR,GRC,300.0,Grèce,39.0683212219,22.9610379833
Grèce,Violence sexuelle,300.0,39.0683212219,22.9610379833,2015.0,4.346,GR,GR,GRC,300.0,Grèce,39.0683212219,22.9610379833
Grèce,Vol,300.0,39.0683212219,22.9610379833,2015.0,602.3273333333333,GR,GR,GRC,300.0,Grèce,39.0683212219,22.9610379833
Grèce,Vol d'un véhicule motorisé ou de pièces de celui-ci,300.0,39.0683212219,22.9610379833,2015.0,254.30533333333332,GR,GR,GRC,300.0,Grèce,39.0683212219,22.9610379833
Grèce,Vol par effraction,300.0,39.0683212219,22.9610379833,2015.0,321.352,GR,GR,GRC,300.0,Grèce,39.0683212219,22.9610379833
Grèce,Vol par effraction de résidences privées,300.0,39.0683212219,22.9610379833,2015.0,157.82266666666666,GR,GR,GRC,300.0,Grèce,39.0683212219,22.9610379833
Grèce,Vol qualifié,300.0,39.0683212219,22.9610379833,2015.0,39.82933333333334,GR,GR,GRC,300.0,Grèce,39.0683212219,22.9610379833
Grèce,pots-de-vin,300.0,39.0683212219,22.9610379833,2015.0,1.5416666666666667,GR,GR,GRC,300.0,Grèce,39.0683212219,22.9610379833
Hongrie,Actes contre les systèmes informatiques,348.0,47.166502594,19.413449085,2015.0,44.40833333333333,HU,HU,HUN,348.0,Hongrie,47.166502594,19.413449085
Hongrie,Actes illicites impliquant des drogues ou des précurseurs contrôlés,348.0,47.166502594,19.413449085,2015.0,62.38,HU,HU,HUN,348.0,Hongrie,47.166502594,19.413449085
Hongrie,Agression sexuelle,348.0,47.166502594,19.413449085,2015.0,3.6937499999999996,HU,HU,HUN,348.0,Hongrie,47.166502594,19.413449085
Hongrie,Attaque grave,348.0,47.166502594,19.413449085,2015.0,135.11625,HU,HU,HUN,348.0,Hongrie,47.166502594,19.413449085
Hongrie,Blanchiment d'argent,348.0,47.166502594,19.413449085,2015.0,2.5685714285714285,HU,HU,HUN,348.0,Hongrie,47.166502594,19.413449085
Hongrie,Corruption,348.0,47.166502594,19.413449085,2015.0,24.150000000000002,HU,HU,HUN,348.0,Hongrie,47.166502594,19.413449085
Hongrie,Enlèvement,348.0,47.166502594,19.413449085,2015.0,0.082,HU,HU,HUN,348.0,Hongrie,47.166502594,19.413449085
Hongrie,Exploitation sexuelle,348.0,47.166502594,19.413449085,2015.0,6.282857142857142,HU,HU,HUN,348.0,Hongrie,47.166502594,19.413449085
Hongrie,Fraude,348.0,47.166502594,19.413449085,2015.0,233.98285714285717,HU,HU,HUN,348.0,Hongrie,47.166502594,19.413449085
Hongrie,Homicide intentionnel,348.0,47.166502594,19.413449085,2015.0,1.1393333333333333,HU,HU,HUN,348.0,Hongrie,47.166502594,19.413449085
Hongrie,Participation à un groupe criminel organisé,348.0,47.166502594,19.413449085,2015.0,,HU,HU,HUN,348.0,Hongrie,47.166502594,19.413449085
Hongrie,Pédopornographie,348.0,47.166502594,19.413449085,2015.0,4.803333333333334,HU,HU,HUN,348.0,Hongrie,47.166502594,19.413449085
Hongrie,Tentative d'homicide volontaire,348.0,47.166502594,19.413449085,2015.0,1.0093333333333334,HU,HU,HUN,348.0,Hongrie,47.166502594,19.413449085
Hongrie,Viol,348.0,47.166502594,19.413449085,2015.0,3.8613333333333335,HU,HU,HUN,348.0,Hongrie,47.166502594,19.413449085
Hongrie,Violence sexuelle,348.0,47.166502594,19.413449085,2015.0,10.272666666666668,HU,HU,HUN,348.0,Hongrie,47.166502594,19.413449085
Hongrie,Vol,348.0,47.166502594,19.413449085,2015.0,1015.3453333333333,HU,HU,HUN,348.0,Hongrie,47.166502594,19.413449085
Hongrie,Vol d'un véhicule motorisé ou de pièces de celui-ci,348.0,47.166502594,19.413449085,2015.0,60.95375,HU,HU,HUN,348.0,Hongrie,47.166502594,19.413449085
Hongrie,Vol par effraction,348.0,47.166502594,19.413449085,2015.0,392.995,HU,HU,HUN,348.0,Hongrie,47.166502594,19.413449085
Hongrie,Vol par effraction de résidences privées,348.0,47.166502594,19.413449085,2015.0,214.9475,HU,HU,HUN,348.0,Hongrie,47.166502594,19.413449085
Hongrie,Vol qualifié,348.0,47.166502594,19.413449085,2015.0,17.830666666666666,HU,HU,HUN,348.0,Hongrie,47.166502594,19.413449085
Hongrie,pots-de-vin,348.0,47.166502594,19.413449085,2015.0,19.364285714285717,HU,HU,HUN,348.0,Hongrie,47.166502594,19.413449085
Irlande,Actes contre les systèmes informatiques,372.0,53.1763807059,-8.15057983069,2015.0,1.688,EI,IE,IRL,372.0,Irlande,53.1763807059,-8.15057983069
Irlande,Actes illicites impliquant des drogues ou des précurseurs contrôlés,372.0,53.1763807059,-8.15057983069,2015.0,385.464,EI,IE,IRL,372.0,Irlande,53.1763807059,-8.15057983069
Irlande,Agression sexuelle,372.0,53.1763807059,-8.15057983069,2015.0,32.078,EI,IE,IRL,372.0,Irlande,53.1763807059,-8.15057983069
Irlande,Attaque grave,372.0,53.1763807059,-8.15057983069,2015.0,84.69933333333333,EI,IE,IRL,372.0,Irlande,53.1763807059,-8.15057983069
Irlande,Blanchiment d'argent,372.0,53.1763807059,-8.15057983069,2015.0,11.29,EI,IE,IRL,372.0,Irlande,53.1763807059,-8.15057983069
Irlande,Corruption,372.0,53.1763807059,-8.15057983069,2015.0,0.11333333333333334,EI,IE,IRL,372.0,Irlande,53.1763807059,-8.15057983069
Irlande,Enlèvement,372.0,53.1763807059,-8.15057983069,2015.0,1.7160000000000002,EI,IE,IRL,372.0,Irlande,53.1763807059,-8.15057983069
Irlande,Exploitation sexuelle,372.0,53.1763807059,-8.15057983069,2015.0,8.592857142857143,EI,IE,IRL,372.0,Irlande,53.1763807059,-8.15057983069
Irlande,Fraude,372.0,53.1763807059,-8.15057983069,2015.0,145.81285714285715,EI,IE,IRL,372.0,Irlande,53.1763807059,-8.15057983069
Irlande,Homicide intentionnel,372.0,53.1763807059,-8.15057983069,2015.0,0.896,EI,IE,IRL,372.0,Irlande,53.1763807059,-8.15057983069
